"sales_person","country","product","sale_date","amount","boxes_shipped","amount_numeric","sale_date_actual"
"Oby Sorrel","UK","Smooth Sliky Salty","31/05/2022","$9,625.00",313,9625.0,"2022-05-31"
"Oby Sorrel","UK","Raspberry Choco","08/04/2022","$4,599.00",323,4599.0,"2022-04-08"
"Roddy Speechley","USA","Drinking Coco","21/02/2022","$3,003.00",155,3003.0,"2022-02-21"
"Andria Kimpton","Australia","Manuka Honey Choco","30/03/2022","$9,744.00",377,9744.0,"2022-03-30"
"Mallorie Waber","India","Raspberry Choco","02/03/2022","$1,400.00",2,1400.0,"2022-03-02"
"Jehu Rudeforth","USA","Orange Choco","28/07/2022","$364.00",170,364.0,"2022-07-28"
"Kaine Padly","New Zealand","70% Dark Bites","24/03/2022","$7,231.00",38,7231.0,"2022-03-24"
"Curtice Advani","Australia","After Nines","11/08/2022","$63.00",105,63.0,"2022-08-11"
"Husein Augar","UK","Almond Choco","17/05/2022","$8,309.00",166,8309.0,"2022-05-17"
"Kaine Padly","Canada","Choco Coated Almonds","18/05/2022","$3,164.00",164,3164.0,"2022-05-18"
"Roddy Speechley","UK","Peanut Butter Cubes","17/08/2022","$5,691.00",171,5691.0,"2022-08-17"
"Ches Bonnell","New Zealand","Eclairs","04/04/2022","$490.00",49,490.0,"2022-04-04"
"Brien Boise","India","85% Dark Bars","09/08/2022","$18,032.00",205,18032.0,"2022-08-09"
"Brien Boise","New Zealand","Organic Choco Syrup","17/01/2022","$637.00",313,637.0,"2022-01-17"
"Andria Kimpton","Canada","White Choc","14/02/2022","$4,067.00",29,4067.0,"2022-02-14"
"Gigi Bohling","New Zealand","Orange Choco","16/05/2022","$8,204.00",307,8204.0,"2022-05-16"
"Ches Bonnell","Canada","Smooth Sliky Salty","16/03/2022","$9,870.00",121,9870.0,"2022-03-16"
"Husein Augar","Canada","70% Dark Bites","31/01/2022","$5,131.00",285,5131.0,"2022-01-31"
"Barr Faughny","Canada","Organic Choco Syrup","10/03/2022","$1,141.00",205,1141.0,"2022-03-10"
"Oby Sorrel","UK","Organic Choco Syrup","30/06/2022","$7,980.00",157,7980.0,"2022-06-30"
"Van Tuxwell","New Zealand","Eclairs","01/03/2022","$5,229.00",182,5229.0,"2022-03-01"
"Mallorie Waber","UK","Drinking Coco","27/05/2022","$3,423.00",100,3423.0,"2022-05-27"
"Oby Sorrel","UK","Milk Bars","11/07/2022","$6,468.00",223,6468.0,"2022-07-11"
"Karlen McCaffrey","New Zealand","Mint Chip Choco","02/03/2022","$4,326.00",61,4326.0,"2022-03-02"
"Jehu Rudeforth","USA","Raspberry Choco","04/03/2022","$7,154.00",133,7154.0,"2022-03-04"
"Kelci Walkden","UK","85% Dark Bars","23/06/2022","$3,997.00",228,3997.0,"2022-06-23"
"Kelci Walkden","USA","Almond Choco","27/01/2022","$5,180.00",233,5180.0,"2022-01-27"
"Marney O'Breen","Canada","Orange Choco","14/01/2022","$2,723.00",425,2723.0,"2022-01-14"
"Dennison Crosswaite","India","Fruit & Nut Bars","29/07/2022","$952.00",24,952.0,"2022-07-29"
"Brien Boise","Canada","Smooth Sliky Salty","13/05/2022","$5,691.00",495,5691.0,"2022-05-13"
"Barr Faughny","Canada","Baker's Choco Chips","03/02/2022","$10,969.00",170,10969.0,"2022-02-03"
"Brien Boise","India","Smooth Sliky Salty","27/05/2022","$5,964.00",26,5964.0,"2022-05-27"
"Jan Morforth","Australia","Drinking Coco","18/02/2022","$2,821.00",24,2821.0,"2022-02-18"
"Brien Boise","India","Spicy Special Slims","28/01/2022","$1,302.00",33,1302.0,"2022-01-28"
"Van Tuxwell","UK","Eclairs","29/06/2022","$5,474.00",109,5474.0,"2022-06-29"
"Wilone O'Kielt","India","Caramel Stuffed Bars","13/01/2022","$4,179.00",276,4179.0,"2022-01-13"
"Jehu Rudeforth","UK","After Nines","27/06/2022","$1,946.00",164,1946.0,"2022-06-27"
"Barr Faughny","Canada","White Choc","29/03/2022","$4,291.00",1,4291.0,"2022-03-29"
"Gunar Cockshoot","India","Organic Choco Syrup","03/06/2022","$7,196.00",160,7196.0,"2022-06-03"
"Mallorie Waber","Canada","Smooth Sliky Salty","21/03/2022","$1,939.00",98,1939.0,"2022-03-21"
"Mallorie Waber","India","Eclairs","12/04/2022","$10,437.00",46,10437.0,"2022-04-12"
"Rafaelita Blaksland","Australia","Raspberry Choco","19/01/2022","$6,916.00",259,6916.0,"2022-01-19"
"Karlen McCaffrey","UK","50% Dark Bites","06/04/2022","$3,647.00",310,3647.0,"2022-04-06"
"Kaine Padly","Australia","50% Dark Bites","02/08/2022","$8,995.00",78,8995.0,"2022-08-02"
"Gigi Bohling","Australia","Eclairs","12/04/2022","$7,252.00",136,7252.0,"2022-04-12"
"Oby Sorrel","India","Drinking Coco","21/07/2022","$16,380.00",130,16380.0,"2022-07-21"
"Van Tuxwell","New Zealand","Baker's Choco Chips","22/03/2022","$9,660.00",24,9660.0,"2022-03-22"
"Husein Augar","India","Peanut Butter Cubes","09/05/2022","$4,522.00",5,4522.0,"2022-05-09"
"Andria Kimpton","Australia","Baker's Choco Chips","09/08/2022","$329.00",109,329.0,"2022-08-09"
"Madelene Upcott","Canada","Choco Coated Almonds","20/07/2022","$3,458.00",294,3458.0,"2022-07-20"
"Brien Boise","India","70% Dark Bites","14/04/2022","$4,641.00",413,4641.0,"2022-04-14"
"Jehu Rudeforth","Canada","White Choc","25/01/2022","$4,627.00",136,4627.0,"2022-01-25"
"Andria Kimpton","Australia","Almond Choco","25/04/2022","$3,192.00",175,3192.0,"2022-04-25"
"Dotty Strutley","Canada","After Nines","17/01/2022","$252.00",237,252.0,"2022-01-17"
"Karlen McCaffrey","USA","Eclairs","15/08/2022","$868.00",125,868.0,"2022-08-15"
"Karlen McCaffrey","Canada","Fruit & Nut Bars","02/06/2022","$210.00",16,210.0,"2022-06-02"
"Gunar Cockshoot","USA","85% Dark Bars","30/06/2022","$7,007.00",135,7007.0,"2022-06-30"
"Dotty Strutley","New Zealand","Raspberry Choco","10/02/2022","$5,845.00",91,5845.0,"2022-02-10"
"Marney O'Breen","Canada","Caramel Stuffed Bars","23/02/2022","$1,372.00",614,1372.0,"2022-02-23"
"Dennison Crosswaite","India","Organic Choco Syrup","27/01/2022","$8,428.00",216,8428.0,"2022-01-27"
"Camilla Castle","UK","Mint Chip Choco","26/05/2022","$4,977.00",317,4977.0,"2022-05-26"
"Brien Boise","USA","70% Dark Bites","14/04/2022","$1,694.00",21,1694.0,"2022-04-14"
"Madelene Upcott","Australia","99% Dark & Pure","01/08/2022","$4,326.00",154,4326.0,"2022-08-01"
"Mallorie Waber","Australia","Eclairs","22/08/2022","$9,527.00",222,9527.0,"2022-08-22"
"Marney O'Breen","India","99% Dark & Pure","22/07/2022","$10,766.00",157,10766.0,"2022-07-22"
"Husein Augar","USA","Fruit & Nut Bars","28/04/2022","$1,288.00",27,1288.0,"2022-04-28"
"Kelci Walkden","Australia","Almond Choco","30/05/2022","$4,879.00",350,4879.0,"2022-05-30"
"Ches Bonnell","USA","Milk Bars","21/07/2022","$2,408.00",157,2408.0,"2022-07-21"
"Jan Morforth","UK","Caramel Stuffed Bars","02/08/2022","$3,094.00",468,3094.0,"2022-08-02"
"Brien Boise","New Zealand","70% Dark Bites","15/06/2022","$7,231.00",130,7231.0,"2022-06-15"
"Oby Sorrel","India","85% Dark Bars","05/07/2022","$8,981.00",130,8981.0,"2022-07-05"
"Kaine Padly","New Zealand","Smooth Sliky Salty","12/04/2022","$7.00",518,7.0,"2022-04-12"
"Gigi Bohling","Australia","70% Dark Bites","18/08/2022","$1,372.00",105,1372.0,"2022-08-18"
"Jan Morforth","UK","50% Dark Bites","12/01/2022","$5,250.00",293,5250.0,"2022-01-12"
"Gunar Cockshoot","Canada","White Choc","11/08/2022","$7,560.00",15,7560.0,"2022-08-11"
"Jehu Rudeforth","Australia","Spicy Special Slims","13/01/2022","$5,012.00",384,5012.0,"2022-01-13"
"Husein Augar","UK","Baker's Choco Chips","29/04/2022","$3,038.00",135,3038.0,"2022-04-29"
"Rafaelita Blaksland","New Zealand","After Nines","07/07/2022","$1,099.00",92,1099.0,"2022-07-07"
"Madelene Upcott","New Zealand","Mint Chip Choco","11/03/2022","$7,413.00",4,7413.0,"2022-03-11"
"Madelene Upcott","UK","70% Dark Bites","16/02/2022","$5,397.00",239,5397.0,"2022-02-16"
"Barr Faughny","Australia","Organic Choco Syrup","07/01/2022","$2,303.00",33,2303.0,"2022-01-07"
"Beverie Moffet","New Zealand","Drinking Coco","12/01/2022","$1,141.00",518,1141.0,"2022-01-12"
"Beverie Moffet","India","Eclairs","09/06/2022","$10,325.00",147,10325.0,"2022-06-09"
"Andria Kimpton","India","Eclairs","16/05/2022","$2,149.00",84,2149.0,"2022-05-16"
"Gigi Bohling","UK","85% Dark Bars","23/06/2022","$12,362.00",94,12362.0,"2022-06-23"
"Roddy Speechley","UK","Raspberry Choco","28/01/2022","$12,635.00",194,12635.0,"2022-01-28"
"Dotty Strutley","UK","Mint Chip Choco","14/07/2022","$2,443.00",216,2443.0,"2022-07-14"
"Barr Faughny","Canada","Drinking Coco","18/04/2022","$6,237.00",247,6237.0,"2022-04-18"
"Oby Sorrel","USA","Milk Bars","14/06/2022","$1,736.00",79,1736.0,"2022-06-14"
"Oby Sorrel","UK","Orange Choco","15/04/2022","$7,315.00",237,7315.0,"2022-04-15"
"Curtice Advani","Canada","Peanut Butter Cubes","19/05/2022","$4,935.00",63,4935.0,"2022-05-19"
"Gigi Bohling","India","White Choc","13/04/2022","$1,393.00",172,1393.0,"2022-04-13"
"Husein Augar","Canada","Choco Coated Almonds","15/08/2022","$3,381.00",408,3381.0,"2022-08-15"
"Wilone O'Kielt","India","Choco Coated Almonds","22/08/2022","$2,933.00",233,2933.0,"2022-08-22"
"Wilone O'Kielt","New Zealand","Baker's Choco Chips","22/04/2022","$3,836.00",59,3836.0,"2022-04-22"
"Kaine Padly","UK","Choco Coated Almonds","03/08/2022","$8,022.00",123,8022.0,"2022-08-03"
"Dennison Crosswaite","New Zealand","Organic Choco Syrup","04/01/2022","$371.00",229,371.0,"2022-01-04"
"Kelci Walkden","Canada","After Nines","13/01/2022","$16,702.00",198,16702.0,"2022-01-13"
"Van Tuxwell","Australia","Baker's Choco Chips","11/05/2022","$13,258.00",32,13258.0,"2022-05-11"
"Husein Augar","New Zealand","Peanut Butter Cubes","16/02/2022","$2,058.00",236,2058.0,"2022-02-16"
"Kaine Padly","UK","Caramel Stuffed Bars","20/05/2022","$10,192.00",67,10192.0,"2022-05-20"
"Jehu Rudeforth","UK","Drinking Coco","03/02/2022","$7,140.00",438,7140.0,"2022-02-03"
"Beverie Moffet","India","Manuka Honey Choco","06/05/2022","$9,835.00",167,9835.0,"2022-05-06"
"Gunar Cockshoot","UK","Choco Coated Almonds","30/06/2022","$5,775.00",135,5775.0,"2022-06-30"
"Gunar Cockshoot","UK","Smooth Sliky Salty","22/03/2022","$749.00",148,749.0,"2022-03-22"
"Camilla Castle","Canada","Orange Choco","17/02/2022","$7,770.00",54,7770.0,"2022-02-17"
"Jehu Rudeforth","UK","85% Dark Bars","07/07/2022","$5,502.00",64,5502.0,"2022-07-07"
"Oby Sorrel","UK","70% Dark Bites","16/03/2022","$6,223.00",181,6223.0,"2022-03-16"
"Kelci Walkden","UK","99% Dark & Pure","12/08/2022","$3,507.00",114,3507.0,"2022-08-12"
"Gigi Bohling","New Zealand","After Nines","21/01/2022","$5,600.00",181,5600.0,"2022-01-21"
"Oby Sorrel","Australia","50% Dark Bites","06/05/2022","$721.00",151,721.0,"2022-05-06"
"Oby Sorrel","Canada","50% Dark Bites","24/06/2022","$6,615.00",137,6615.0,"2022-06-24"
"Barr Faughny","USA","White Choc","05/05/2022","$7,420.00",163,7420.0,"2022-05-05"
"Rafaelita Blaksland","New Zealand","99% Dark & Pure","25/03/2022","$3,164.00",84,3164.0,"2022-03-25"
"Curtice Advani","Australia","Caramel Stuffed Bars","14/02/2022","$9,114.00",140,9114.0,"2022-02-14"
"Curtice Advani","New Zealand","85% Dark Bars","12/05/2022","$5,404.00",187,5404.0,"2022-05-12"
"Barr Faughny","New Zealand","Smooth Sliky Salty","25/01/2022","$3,990.00",169,3990.0,"2022-01-25"
"Ches Bonnell","UK","85% Dark Bars","28/06/2022","$14,924.00",12,14924.0,"2022-06-28"
"Dennison Crosswaite","Australia","Drinking Coco","13/07/2022","$7,091.00",194,7091.0,"2022-07-13"
"Roddy Speechley","USA","Milk Bars","16/05/2022","$2,807.00",252,2807.0,"2022-05-16"
"Jan Morforth","India","After Nines","14/03/2022","$6,496.00",168,6496.0,"2022-03-14"
"Gunar Cockshoot","USA","After Nines","15/08/2022","$3,738.00",261,3738.0,"2022-08-15"
"Ches Bonnell","India","Orange Choco","16/02/2022","$1,190.00",256,1190.0,"2022-02-16"
"Mallorie Waber","UK","Manuka Honey Choco","15/06/2022","$8,379.00",43,8379.0,"2022-06-15"
"Barr Faughny","Australia","Raspberry Choco","27/05/2022","$9,268.00",100,9268.0,"2022-05-27"
"Wilone O'Kielt","USA","Drinking Coco","14/06/2022","$1,029.00",98,1029.0,"2022-06-14"
"Wilone O'Kielt","India","Eclairs","25/02/2022","$3,549.00",76,3549.0,"2022-02-25"
"Wilone O'Kielt","India","After Nines","04/08/2022","$12,026.00",262,12026.0,"2022-08-04"
"Kelci Walkden","India","99% Dark & Pure","28/06/2022","$2,303.00",244,2303.0,"2022-06-28"
"Gunar Cockshoot","Canada","Spicy Special Slims","05/04/2022","$13,405.00",12,13405.0,"2022-04-05"
"Madelene Upcott","Canada","Peanut Butter Cubes","05/07/2022","$14,763.00",113,14763.0,"2022-07-05"
"Kaine Padly","New Zealand","Eclairs","20/01/2022","$12,894.00",48,12894.0,"2022-01-20"
"Ches Bonnell","New Zealand","Drinking Coco","16/02/2022","$8,302.00",131,8302.0,"2022-02-16"
"Curtice Advani","UK","Drinking Coco","12/07/2022","$455.00",174,455.0,"2022-07-12"
"Kelci Walkden","India","Raspberry Choco","16/06/2022","$8,183.00",254,8183.0,"2022-06-16"
"Dotty Strutley","Australia","Choco Coated Almonds","13/04/2022","$1,645.00",284,1645.0,"2022-04-13"
"Kaine Padly","UK","50% Dark Bites","21/02/2022","$3,143.00",67,3143.0,"2022-02-21"
"Roddy Speechley","Canada","Choco Coated Almonds","11/05/2022","$5,873.00",249,5873.0,"2022-05-11"
"Ches Bonnell","India","50% Dark Bites","15/04/2022","$11,298.00",313,11298.0,"2022-04-15"
"Oby Sorrel","Canada","Peanut Butter Cubes","07/06/2022","$12,425.00",167,12425.0,"2022-06-07"
"Oby Sorrel","UK","White Choc","27/06/2022","$1,715.00",286,1715.0,"2022-06-27"
"Barr Faughny","India","After Nines","29/07/2022","$8,190.00",109,8190.0,"2022-07-29"
"Wilone O'Kielt","Canada","Smooth Sliky Salty","02/06/2022","$4,991.00",166,4991.0,"2022-06-02"
"Rafaelita Blaksland","India","Mint Chip Choco","26/01/2022","$15,491.00",85,15491.0,"2022-01-26"
"Rafaelita Blaksland","Canada","99% Dark & Pure","02/03/2022","$5,096.00",142,5096.0,"2022-03-02"
"Van Tuxwell","Australia","70% Dark Bites","10/01/2022","$7,063.00",104,7063.0,"2022-01-10"
"Beverie Moffet","USA","70% Dark Bites","27/06/2022","$2,275.00",115,2275.0,"2022-06-27"
"Barr Faughny","Canada","Orange Choco","30/06/2022","$7,602.00",18,7602.0,"2022-06-30"
"Roddy Speechley","Australia","85% Dark Bars","08/07/2022","$4,200.00",80,4200.0,"2022-07-08"
"Oby Sorrel","India","Spicy Special Slims","08/06/2022","$11,137.00",88,11137.0,"2022-06-08"
"Jan Morforth","UK","Manuka Honey Choco","18/08/2022","$3,388.00",212,3388.0,"2022-08-18"
"Kaine Padly","Australia","After Nines","08/04/2022","$6,832.00",306,6832.0,"2022-04-08"
"Wilone O'Kielt","Canada","Fruit & Nut Bars","08/08/2022","$3,437.00",181,3437.0,"2022-08-08"
"Wilone O'Kielt","UK","Milk Bars","26/08/2022","$301.00",65,301.0,"2022-08-26"
"Oby Sorrel","Canada","Fruit & Nut Bars","14/01/2022","$1,869.00",158,1869.0,"2022-01-14"
"Dennison Crosswaite","USA","Baker's Choco Chips","11/08/2022","$17,465.00",271,17465.0,"2022-08-11"
"Madelene Upcott","USA","Almond Choco","31/05/2022","$10,143.00",24,10143.0,"2022-05-31"
"Van Tuxwell","New Zealand","50% Dark Bites","11/07/2022","$3,626.00",10,3626.0,"2022-07-11"
"Karlen McCaffrey","Canada","Caramel Stuffed Bars","02/03/2022","$3,346.00",304,3346.0,"2022-03-02"
"Madelene Upcott","Australia","Raspberry Choco","13/07/2022","$6,321.00",88,6321.0,"2022-07-13"
"Rafaelita Blaksland","UK","Spicy Special Slims","03/08/2022","$9,345.00",133,9345.0,"2022-08-03"
"Curtice Advani","UK","Peanut Butter Cubes","01/03/2022","$15,008.00",165,15008.0,"2022-03-01"
"Kelci Walkden","New Zealand","White Choc","13/04/2022","$7,609.00",150,7609.0,"2022-04-13"
"Beverie Moffet","Canada","Fruit & Nut Bars","14/02/2022","$10,332.00",180,10332.0,"2022-02-14"
"Mallorie Waber","India","White Choc","26/07/2022","$819.00",213,819.0,"2022-07-26"
"Brien Boise","UK","Drinking Coco","27/01/2022","$5,754.00",133,5754.0,"2022-01-27"
"Jehu Rudeforth","India","Peanut Butter Cubes","14/04/2022","$28.00",446,28.0,"2022-04-14"
"Oby Sorrel","USA","Almond Choco","19/05/2022","$6,440.00",141,6440.0,"2022-05-19"
"Husein Augar","India","Eclairs","09/02/2022","$4,956.00",58,4956.0,"2022-02-09"
"Brien Boise","UK","Spicy Special Slims","25/05/2022","$2,352.00",58,2352.0,"2022-05-25"
"Oby Sorrel","Australia","Manuka Honey Choco","26/01/2022","$3,906.00",76,3906.0,"2022-01-26"
"Beverie Moffet","India","White Choc","04/07/2022","$1,813.00",296,1813.0,"2022-07-04"
"Ches Bonnell","India","Almond Choco","13/04/2022","$11,788.00",73,11788.0,"2022-04-13"
"Gigi Bohling","Australia","Smooth Sliky Salty","25/01/2022","$5,768.00",119,5768.0,"2022-01-25"
"Camilla Castle","USA","85% Dark Bars","25/04/2022","$2,401.00",78,2401.0,"2022-04-25"
"Camilla Castle","USA","Eclairs","10/06/2022","$4,515.00",392,4515.0,"2022-06-10"
"Madelene Upcott","New Zealand","White Choc","22/08/2022","$10,794.00",51,10794.0,"2022-08-22"
"Van Tuxwell","India","After Nines","27/06/2022","$13,706.00",207,13706.0,"2022-06-27"
"Husein Augar","India","Orange Choco","30/06/2022","$4,361.00",40,4361.0,"2022-06-30"
"Jehu Rudeforth","India","Almond Choco","30/08/2022","$10,122.00",100,10122.0,"2022-08-30"
"Karlen McCaffrey","Australia","Raspberry Choco","23/08/2022","$994.00",57,994.0,"2022-08-23"
"Camilla Castle","New Zealand","99% Dark & Pure","26/08/2022","$2,268.00",42,2268.0,"2022-08-26"
"Gigi Bohling","Australia","Orange Choco","09/03/2022","$574.00",156,574.0,"2022-03-09"
"Kelci Walkden","UK","Drinking Coco","20/04/2022","$1,792.00",23,1792.0,"2022-04-20"
"Mallorie Waber","Canada","Caramel Stuffed Bars","10/06/2022","$4,844.00",539,4844.0,"2022-06-10"
"Husein Augar","Australia","Organic Choco Syrup","08/02/2022","$938.00",158,938.0,"2022-02-08"
"Brien Boise","Australia","White Choc","25/08/2022","$4,879.00",22,4879.0,"2022-08-25"
"Dotty Strutley","India","Peanut Butter Cubes","16/02/2022","$9,107.00",73,9107.0,"2022-02-16"
"Dennison Crosswaite","UK","99% Dark & Pure","30/05/2022","$12,187.00",27,12187.0,"2022-05-30"
"Gigi Bohling","New Zealand","50% Dark Bites","29/06/2022","$5,670.00",64,5670.0,"2022-06-29"
"Gigi Bohling","USA","Milk Bars","16/06/2022","$476.00",133,476.0,"2022-06-16"
"Brien Boise","UK","Caramel Stuffed Bars","04/03/2022","$2,681.00",149,2681.0,"2022-03-04"
"Curtice Advani","New Zealand","Peanut Butter Cubes","15/03/2022","$1,533.00",434,1533.0,"2022-03-15"
"Curtice Advani","New Zealand","50% Dark Bites","27/01/2022","$9,765.00",85,9765.0,"2022-01-27"
"Beverie Moffet","Canada","Drinking Coco","05/07/2022","$994.00",118,994.0,"2022-07-05"
"Barr Faughny","USA","Caramel Stuffed Bars","29/03/2022","$3,318.00",299,3318.0,"2022-03-29"
"Mallorie Waber","Canada","Almond Choco","12/05/2022","$4,214.00",35,4214.0,"2022-05-12"
"Oby Sorrel","USA","Drinking Coco","11/03/2022","$7,714.00",44,7714.0,"2022-03-11"
"Brien Boise","New Zealand","Eclairs","11/07/2022","$4,690.00",299,4690.0,"2022-07-11"
"Gunar Cockshoot","New Zealand","Choco Coated Almonds","01/08/2022","$13,062.00",62,13062.0,"2022-08-01"
"Gunar Cockshoot","UK","Spicy Special Slims","16/02/2022","$12,488.00",200,12488.0,"2022-02-16"
"Curtice Advani","USA","After Nines","13/04/2022","$14,147.00",235,14147.0,"2022-04-13"
"Oby Sorrel","India","Choco Coated Almonds","14/02/2022","$49.00",363,49.0,"2022-02-14"
"Ches Bonnell","Australia","Peanut Butter Cubes","14/03/2022","$10,199.00",68,10199.0,"2022-03-14"
"Oby Sorrel","Australia","Spicy Special Slims","26/04/2022","$11,389.00",26,11389.0,"2022-04-26"
"Jehu Rudeforth","Canada","Manuka Honey Choco","05/04/2022","$3,584.00",200,3584.0,"2022-04-05"
"Camilla Castle","Canada","Drinking Coco","03/03/2022","$12,481.00",264,12481.0,"2022-03-03"
"Kaine Padly","USA","Spicy Special Slims","13/06/2022","$2,107.00",175,2107.0,"2022-06-13"
"Marney O'Breen","New Zealand","70% Dark Bites","14/02/2022","$8,603.00",352,8603.0,"2022-02-14"
"Roddy Speechley","New Zealand","99% Dark & Pure","18/04/2022","$7,483.00",183,7483.0,"2022-04-18"
"Oby Sorrel","New Zealand","85% Dark Bars","01/02/2022","$3,381.00",417,3381.0,"2022-02-01"
"Dotty Strutley","New Zealand","Orange Choco","04/08/2022","$2,030.00",146,2030.0,"2022-08-04"
"Andria Kimpton","New Zealand","Almond Choco","05/04/2022","$6,559.00",158,6559.0,"2022-04-05"
"Karlen McCaffrey","Australia","99% Dark & Pure","26/01/2022","$10,822.00",168,10822.0,"2022-01-26"
"Kaine Padly","UK","After Nines","21/01/2022","$18,697.00",176,18697.0,"2022-01-21"
"Kaine Padly","Canada","After Nines","22/08/2022","$5,845.00",172,5845.0,"2022-08-22"
"Kaine Padly","UK","Drinking Coco","27/01/2022","$2,317.00",224,2317.0,"2022-01-27"
"Rafaelita Blaksland","UK","50% Dark Bites","16/02/2022","$10,150.00",68,10150.0,"2022-02-16"
"Dotty Strutley","USA","Raspberry Choco","03/01/2022","$3,437.00",46,3437.0,"2022-01-03"
"Karlen McCaffrey","USA","White Choc","24/08/2022","$4,592.00",2,4592.0,"2022-08-24"
"Oby Sorrel","USA","Spicy Special Slims","07/02/2022","$5,691.00",417,5691.0,"2022-02-07"
"Mallorie Waber","Australia","Smooth Sliky Salty","11/02/2022","$4,158.00",109,4158.0,"2022-02-11"
"Kaine Padly","Canada","Organic Choco Syrup","29/03/2022","$5,684.00",81,5684.0,"2022-03-29"
"Marney O'Breen","USA","Peanut Butter Cubes","15/06/2022","$693.00",350,693.0,"2022-06-15"
"Dennison Crosswaite","UK","Smooth Sliky Salty","26/04/2022","$546.00",142,546.0,"2022-04-26"
"Brien Boise","Australia","Organic Choco Syrup","15/07/2022","$4,263.00",264,4263.0,"2022-07-15"
"Beverie Moffet","India","Organic Choco Syrup","23/06/2022","$1,036.00",20,1036.0,"2022-06-23"
